SQRP SY2019 Individual Indicator Scores (Based on 2017-2018 Data),,,,,,NWEA MAP Growth Indicators - All Students,,,,,,,,,,,,NWEA MAP Growth Indicators - Priority Groups,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NWEA MAP Attainment Indicators,,,,,,,,,,,,,,,,Other Indicators,,,,,,,,,
School ID,School Name,Network ,SQRP Total Points Earned,SY 2018-2019 SQRP Rating,SY 2018-2019 Accountability Status,National School Growth Percentile - Reading,,,,National School Growth Percentile - Math,,,,Percent of Students Meeting/Exceeding National Average Growth Norms,,,,African-American Growth Percentile - Reading,,,,Hispanic Growth Percentile - Reading,,,,English Learner Growth Percentile - Reading,,,,Diverse Learner Growth Percentile - Reading,,,,African-American Growth Percentile - Math,,,,Hispanic Growth Percentile - Math,,,,English Learner Growth Percentile - Math,,,,Diverse Learner Growth Percentile - Math,,,,National School Attainment %ile - Reading (Grades 3-8),,,,National School Attainment %ile - Math (Grades 3-8),,,,National School Attainment %ile - Reading (Grade 2),,,,National School Attainment %ile - Math (Grade 2),,,,Average Daily Attendance Rate (Grades K-8),,,"My Voice, My School 5 Essentials Survey",,,Data Quality Index Score,,,
,,,,,,Score,Part. Rate,Points,Weight,Score,Part. Rate,Points,Weight,Score,Part. Rate,Points,Weight,Score,Part. Rate,Points,Weight,Score,Part. Rate,Points,Weight,Score,Part. Rate,Points,Weight,Score,Part. Rate,Points,Weight,Score,Part. Rate,Points,Weight,Score,Part. Rate,Points,Weight,Score,Part. Rate,Points,Weight,Score,Part. Rate,Points,Weight,Score,Part. Rate,Points,Weight,Score,Part. Rate,Points,Weight,Score,Part. Rate,Points,Weight,Score,Part. Rate,Points,Weight,Score ,Points,Weight,Score ,Points,Weight,Score ,Points,Weight,
610157,SAWYER,Network 8,3.3,Level 2+,Good Standing,52,100,3,16.25,50,100,3,16.25,53.1,100,3,10,,,,,52,100,4,1.25,66,100,4,1.25,30,100,3,1.25,,,,,47,100,3,1.25,47,100,3,1.25,65,100,4,1.25,55,100,3,5,40,100,3,5,36,100,2,2.5,43,100,3,2.5,95.8,4,20,Moderately Organized,3,10,99.6,5,5,
610158,SAYRE,Network 3,3,Level 2+,Provisional Support,42,100,3,16.25,58,100,3,16.25,54.8,100,3,10,29,100,2,1.25,50,100,4,1.25,,,,,36,100,3,1.25,32,100,3,1.25,76,100,5,1.25,,,,,37,100,3,1.25,62,100,3,5,45,100,3,5,21,100,2,2.5,12,100,2,2.5,94.6,3,20,Partially Organized,2,10,99.8,5,5,
610159,SCAMMON,Network 1,4.3,Level 1+,Good Standing,82,100,4,16.25,96,100,5,16.25,70.3,100,5,10,,,,,83,100,5,1.25,95,100,5,1.25,76,100,5,1.25,,,,,96,100,5,1.25,96,100,5,1.25,99,100,5,1.25,70,100,4,5,81,100,4,5,60,100,3,2.5,65,100,3,2.5,95.7,4,20,Organized,4,10,100,5,5,
610163,STOCK,Network 1,,Inability to Rate,Good Standing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Well Organized,5,,99.8,5,,
610165,SCHUBERT,Network 3,3.3,Level 2+,Good Standing,54,99,3,17.5,40,99,3,17.5,50.5,99,3,10,,,,,46,99,3,1.25,52,99,4,1.25,,,,,,,,,39,99,3,1.25,47,99,3,1.25,,,,,52,99,3,5,52,99,3,5,10,96,2,2.5,7,96,1,2.5,95.8,4,20,Organized,4,10,100,5,5,
610167,SEWARD,Network 8,3.4,Level 2+,Good Standing,70,100,4,17.5,52,100,3,17.5,56.3,100,3,10,,,,,70,100,5,1.25,83,100,5,1.25,,,,,,,,,52,100,4,1.25,61,100,4,1.25,,,,,45,100,3,5,32,100,2,5,18,100,2,2.5,17,100,2,2.5,95.3,4,20,Partially Organized,2,10,99.5,5,5,
610170,COLUMBIA EXPLORERS,Network 8,4.4,Level 1+,Good Standing,83,100,4,16.25,80,100,4,16.25,66.5,100,4,10,,,,,83,100,5,1.25,91,100,5,1.25,86,100,5,1.25,,,,,78,100,5,1.25,86,100,5,1.25,43,100,3,1.25,81,100,4,5,81,100,4,5,59,100,3,2.5,50,100,3,2.5,96.8,5,20,Well Organized,5,10,99.8,5,5,
610171,MIRELES,Network 12,2.5,Level 2,Provisional Support,38,100,2,16.25,52,100,3,16.25,53.9,100,3,10,27,100,2,1.25,60,100,4,1.25,,,,,1,100,1,1.25,39,100,3,1.25,65,100,4,1.25,,,,,1,100,1,1.25,32,100,2,5,22,100,2,5,8,100,1,2.5,2,100,1,2.5,93.7,2,20,Moderately Organized,3,10,99.9,5,5,
610172,SHERMAN,AUSL,3.2,Level 2+,Good Standing,46,100,3,18.75,31,100,2,18.75,47.3,100,2,10,44,100,3,1.25,,,,,,,,,,,,,30,100,3,1.25,,,,,,,,,,,,,22,100,2,5,21,100,2,5,1,100,1,2.5,1,100,1,2.5,97,5,20,Well Organized,5,10,100,5,5,
610173,SHERWOOD,ISP,3.2,Level 2+,Good Standing,21,100,2,17.5,37,100,2,17.5,47.1,100,2,10,18,100,2,1.25,,,,,,,,,5,100,1,1.25,35,100,3,1.25,,,,,,,,,5,100,1,1.25,72,100,4,5,67,100,3,5,33,100,2,2.5,34,100,2,2.5,96.7,5,20,Well Organized,5,10,99.9,5,5,
610174,SHIELDS,Network 8,4.1,Level 1+,Good Standing,68,100,3,17.5,90,100,5,17.5,62.2,100,4,10,,,,,66,100,4,1.25,92,100,5,1.25,,,,,,,,,91,100,5,1.25,77,100,5,1.25,,,,,41,100,3,5,42,100,3,5,4,100,1,2.5,8,100,1,2.5,96,5,20,Well Organized,5,10,100,5,5,
610175,SHOESMITH,Network 9,4.1,Level 1+,Good Standing,89,100,4,18.75,82,100,4,18.75,60.5,100,4,10,89,100,5,1.25,,,,,,,,,,,,,77,100,5,1.25,,,,,,,,,,,,,71,100,4,5,61,100,3,5,59,98,3,2.5,26,98,2,2.5,95.4,4,20,Well Organized,5,10,99.7,5,5,
610176,SHOOP,Network 13,3.8,Level 1,Good Standing,44,100,3,17.5,83,100,4,17.5,55.5,100,3,10,44,100,3,1.25,,,,,,,,,52,100,4,1.25,85,100,5,1.25,,,,,,,,,99,100,5,1.25,37,100,2,5,64,100,3,5,26,100,2,2.5,36,100,2,2.5,96.3,5,20,Well Organized,5,10,99.5,5,5,
610177,SKINNER,ISP,4.1,Level 1+,Good Standing,68,100,3,16.25,87,100,4,16.25,68.4,100,4,10,54,100,4,1.25,94,100,5,1.25,,,,,10,100,2,1.25,61,100,4,1.25,96,100,5,1.25,,,,,28,100,2,1.25,99,100,5,5,99,100,5,5,99,99,5,2.5,97,98,5,2.5,98.1,5,20,Organized,4,10,91.2,3,5,
610178,SCHMID,Network 12,3.1,Level 2+,Good Standing,18,99,2,18.75,50,99,3,18.75,47.1,99,2,10,15,99,2,1.25,,,,,,,,,,,,,52,99,4,1.25,,,,,,,,,,,,,28,99,2,5,26,99,2,5,34,100,2,2.5,44,95,3,2.5,95.3,4,20,Well Organized,5,10,99.6,5,5,
610179,SMYSER,ISP,3.8,Level 1,Good Standing,52,100,3,16.25,73,100,4,16.25,61,100,4,10,,,,,46,100,3,1.25,44,100,3,1.25,9,100,1,1.25,,,,,75,100,5,1.25,50,100,4,1.25,12,100,2,1.25,79,100,4,5,78,100,4,5,75,100,4,2.5,69,100,3,2.5,95.3,4,20,Organized,4,10,99,5,5,
610180,SMYTH,Network 6,3.3,Level 2+,Provisional Support,78,98,4,22.5,65,98,3,22.5,54.6,98,3,10,76,98,5,1.25,,,,,,,,,99,98,5,1.25,66,98,4,1.25,,,,,,,,,32,98,3,1.25,14,98,2,5,8,98,1,5,3,95,1,2.5,6,95,1,2.5,95.3,4,20,,,,99.7,5,5,
610182,SOLOMON,Network 1,4,Level 1+,Good Standing,56,100,3,20,72,100,4,20,66.4,100,4,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,93,100,5,5,96,100,5,5,98,100,5,2.5,86,100,4,2.5,95.8,4,20,Organized,4,10,99.6,5,5,
610183,SPENCER,Network 3,4.3,Level 1+,Provisional Support,98,100,5,17.5,99,99,5,17.5,71.7,99,5,10,97,100,5,1.25,,,,,,,,,85,100,5,1.25,99,99,5,1.25,,,,,,,,,97,100,5,1.25,22,100,2,5,29,99,2,5,9,97,1,2.5,17,99,2,2.5,95.6,4,20,Well Organized,5,10,99.3,5,5,
610184,SPRY ES,Network 7,2.8,Level 2,Provisional Support,46,100,3,17.5,35,100,2,17.5,49.9,100,2,10,,,,,46,100,3,1.25,36,100,3,1.25,,,,,,,,,35,100,3,1.25,47,100,3,1.25,,,,,28,100,2,5,21,100,2,5,35,100,2,2.5,30,100,2,2.5,94.6,3,20,Organized,4,10,99.6,5,5,
610185,STEVENSON,Network 10,3.6,Level 1,Good Standing,54,100,3,15,50,100,3,15,56.1,100,3,10,17,100,2,1.25,54,100,4,1.25,54,100,4,1.25,42,100,3,1.25,55,100,4,1.25,52,100,4,1.25,53,100,4,1.25,53,100,4,1.25,70,100,4,5,62,100,3,5,63,99,3,2.5,49,99,3,2.5,95.7,4,20,Well Organized,5,10,100,5,5,
610188,DUNNE,Network 13,3.1,Level 2+,Good Standing,40,100,3,18.75,24,100,2,18.75,45.5,100,2,10,40,100,3,1.25,,,,,,,,,,,,,24,100,2,1.25,,,,,,,,,,,,,51,100,3,5,16,100,2,5,52,100,3,2.5,27,97,2,2.5,95.4,4,20,Well Organized,5,10,100,5,5,
610191,STONE,Network 2,4.2,Level 1+,Good Standing,58,100,3,15,77,100,4,15,65.3,100,4,10,64,100,4,1.25,56,100,4,1.25,92,100,5,1.25,56,100,4,1.25,69,100,4,1.25,65,100,4,1.25,85,100,5,1.25,34,100,3,1.25,97,100,5,5,93,100,5,5,89,100,4,2.5,73,100,4,2.5,96.1,5,20,Organized,4,10,100,5,5,
610192,STOWE,Network 5,3.4,Level 2+,Provisional Support,82,100,4,15,55,100,3,15,56.6,100,3,10,81,100,5,1.25,81,100,5,1.25,58,100,4,1.25,85,100,5,1.25,24,100,2,1.25,58,100,4,1.25,61,100,4,1.25,61,100,4,1.25,42,100,3,5,29,100,2,5,50,100,3,2.5,64,100,3,2.5,95.6,4,20,Partially Organized,2,10,99.7,5,5,
610193,NEW SULLIVAN,Network 12,3.4,Level 2+,Provisional Support,68,100,3,16.25,78,99,4,16.25,58.2,100,3,10,73,100,5,1.25,54,100,4,1.25,,,,,86,100,5,1.25,68,99,4,1.25,98,100,5,1.25,,,,,98,99,5,1.25,36,100,2,5,37,99,2,5,30,95,2,2.5,12,95,2,2.5,94.4,3,20,Well Organized,5,10,99.6,5,5,
610194,SUMNER,Network 5,3.7,Level 1,Good Standing,48,100,3,18.75,55,100,3,18.75,52.4,100,3,10,46,100,3,1.25,,,,,,,,,,,,,53,100,4,1.25,,,,,,,,,,,,,54,100,3,5,57,100,3,5,14,100,2,2.5,19,100,2,2.5,96.5,5,20,Well Organized,5,10,100,5,5,
610195,SUTHERLAND,Network 10,4.5,Level 1+,Good Standing,81,100,4,17.5,91,100,5,17.5,65.9,100,4,10,87,100,5,1.25,,,,,,,,,94,100,5,1.25,88,100,5,1.25,,,,,,,,,53,100,4,1.25,90,100,5,5,74,100,4,5,80,100,4,2.5,71,100,4,2.5,96.6,5,20,Organized,4,10,99.9,5,5,
610196,SWIFT,Network 2,3.7,Level 1,Good Standing,60,98,3,15,58,99,3,15,56,98,3,10,62,100,4,1.25,58,99,4,1.25,56,98,4,1.25,6,98,1,1.25,63,100,4,1.25,45,99,3,1.25,65,99,4,1.25,42,99,3,1.25,54,98,3,5,57,99,3,5,78,95,4,2.5,76,95,4,2.5,96.3,5,20,Organized,4,10,99.6,5,5,
610197,TALCOTT,ISP,3.2,Level 2+,Good Standing,40,100,3,17.5,6,100,1,17.5,42.1,100,2,10,,,,,40,100,3,1.25,14,100,2,1.25,,,,,,,,,7,100,1,1.25,4,100,1,1.25,,,,,66,100,3,5,56,100,3,5,67,95,3,2.5,40,95,3,2.5,96.1,5,20,Well Organized,5,10,99.9,5,5,
610198,TAYLOR,Network 13,3.1,Level 2+,Good Standing,52,100,3,18.75,55,100,3,18.75,53.3,100,3,10,,,,,54,100,4,1.25,,,,,,,,,,,,,63,100,4,1.25,,,,,,,,,54,100,3,5,51,100,3,5,44,100,3,2.5,27,100,2,2.5,95.4,4,20,Not Yet Organized,1,10,100,5,5,
610199,COLEMON,Network 13,4.3,Level 1+,Good Standing,95,100,5,18.75,60,100,3,18.75,67.1,100,4,10,95,100,5,1.25,,,,,,,,,,,,,58,100,4,1.25,,,,,,,,,,,,,83,100,4,5,75,100,4,5,70,100,4,2.5,47,100,3,2.5,96.2,5,20,Well Organized,5,10,99.8,5,5,
610200,THORP J,Network 12,3.3,Level 2+,Provisional Support,79,100,4,17.5,40,100,3,17.5,53.3,100,3,10,76,100,5,1.25,,,,,,,,,90,100,5,1.25,31,100,3,1.25,,,,,,,,,30,100,3,1.25,28,100,2,5,11,100,2,5,10,97,2,2.5,6,97,1,2.5,94.9,3,20,Organized,4,10,99.8,5,5,
610201,THORP O,ISP,4.1,Level 1+,Good Standing,46,100,3,16.25,77,100,4,16.25,61.2,100,4,10,48,100,3,1.25,50,100,4,1.25,,,,,75,100,5,1.25,72,100,5,1.25,72,100,5,1.25,,,,,85,100,5,1.25,91,100,5,5,93,100,5,5,80,100,4,2.5,73,100,4,2.5,96.8,5,20,Moderately Organized,3,10,99.6,5,5,
610202,TILTON,Network 5,3.8,Level 1,Good Standing,70,100,4,17.5,53,100,3,17.5,49.5,100,2,10,70,100,5,1.25,,,,,,,,,98,100,5,1.25,52,100,4,1.25,,,,,,,,,77,100,5,1.25,31,100,2,5,24,100,2,5,75,100,4,2.5,54,100,3,2.5,96.3,5,20,Well Organized,5,10,99.9,5,5,
610203,TONTI,ISP,4.4,Level 1+,Good Standing,90,100,5,17.5,97,100,5,17.5,71.4,100,5,10,,,,,89,100,5,1.25,99,100,5,1.25,,,,,,,,,98,100,5,1.25,97,100,5,1.25,,,,,59,100,3,5,70,100,4,5,55,100,3,2.5,37,100,2,2.5,96,5,20,Partially Organized,2,10,99.5,5,5,
610206,TWAIN,Network 10,3.9,Level 1,Good Standing,60,100,3,16.25,70,100,4,16.25,61.4,100,4,10,,,,,58,100,4,1.25,92,100,5,1.25,8,100,1,1.25,,,,,70,100,5,1.25,90,100,5,1.25,10,100,2,1.25,79,100,4,5,82,100,4,5,76,100,4,2.5,64,100,3,2.5,96,5,20,Moderately Organized,3,10,100,5,5,
610207,VANDERPOEL,Network 10,3.4,Level 2+,Good Standing,56,100,3,18.75,34,100,2,18.75,50.1,100,3,10,54,100,4,1.25,,,,,,,,,,,,,35,100,3,1.25,,,,,,,,,,,,,65,100,3,5,44,100,3,5,54,100,3,2.5,33,100,2,2.5,96.3,5,20,Organized,4,10,99.7,5,5,
610208,LAVIZZO,Network 13,3.8,Level 1,Good Standing,75,99,4,17.5,40,99,3,17.5,50.1,99,3,10,75,99,5,1.25,,,,,,,,,99,99,5,1.25,45,99,3,1.25,,,,,,,,,31,99,3,1.25,46,99,3,5,41,99,3,5,9,100,1,2.5,8,100,1,2.5,96.4,5,20,Well Organized,5,10,99.7,5,5,
610209,VOLTA,Network 1,4.4,Level 1+,Good Standing,73,100,4,17.5,90,100,5,17.5,63.8,100,4,10,,,,,79,100,5,1.25,86,100,5,1.25,,,,,,,,,91,100,5,1.25,97,100,5,1.25,,,,,62,100,3,5,65,100,3,5,90,100,5,2.5,82,100,4,2.5,96.2,5,20,Organized,4,10,99.7,5,5,
610212,ALBANY PARK,Network 1,4.5,Level 1+,Good Standing,82,100,4,18.75,96,100,5,18.75,71.1,100,5,10,,,,,86,100,5,1.25,,,,,,,,,,,,,96,100,5,1.25,,,,,,,,,81,100,4,7.5,82,100,4,7.5,,,,,,,,,97.5,5,20,Organized,4,10,98.7,4,5,
610213,WADSWORTH,ISP,3.1,Level 2+,Good Standing,32,100,2,17.5,43,100,3,17.5,47.8,100,2,10,32,100,3,1.25,,,,,,,,,22,100,2,1.25,43,100,3,1.25,,,,,,,,,45,100,3,1.25,19,100,2,5,20,100,2,5,9,100,1,2.5,14,100,2,2.5,96.2,5,20,Organized,4,10,99.7,5,5,
610215,MADERO,Network 7,3.5,Level 1,Good Standing,81,100,4,17.5,22,100,2,17.5,53,100,3,10,,,,,79,100,5,1.25,,,,,8,100,1,1.25,,,,,22,100,2,1.25,,,,,1,100,1,1.25,51,100,3,7.5,45,100,3,7.5,,,,,,,,,95.6,4,20,Well Organized,5,10,99.5,5,5,
610216,WALSH,Network 7,3.2,Level 2+,Good Standing,64,100,3,18.75,58,100,3,18.75,54.5,100,3,10,,,,,62,100,4,1.25,,,,,,,,,,,,,58,100,4,1.25,,,,,,,,,52,100,3,7.5,48,100,3,5,,,,,3,95,1,2.5,94.6,3,20,Organized,4,10,99.8,5,5,
610217,WARD J,ISP,4,Level 1+,Good Standing,60,100,3,16.25,58,100,3,16.25,60.5,100,4,10,70,100,5,1.25,64,100,4,1.25,32,100,3,1.25,,,,,39,100,3,1.25,48,100,3,1.25,61,100,4,1.25,,,,,85,100,4,5,96,100,5,5,84,100,4,2.5,97,100,5,2.5,98.2,5,20,Organized,4,10,100,5,5,
610218,WARREN,Network 12,4,Level 1+,Good Standing,86,100,4,18.75,92,100,5,18.75,65,100,4,10,88,100,5,1.25,,,,,,,,,,,,,93,100,5,1.25,,,,,,,,,,,,,75,100,4,5,62,100,3,5,14,100,2,2.5,41,100,3,2.5,94.7,3,20,Well Organized,5,10,99.7,5,5,
610219,WASHINGTON G ES,Network 13,3.3,Level 2+,Good Standing,42,100,3,17.5,30,100,2,17.5,48.5,100,2,10,,,,,42,100,3,1.25,,,,,56,100,4,1.25,,,,,30,100,3,1.25,,,,,58,100,4,1.25,67,100,3,5,62,100,3,5,68,100,3,2.5,76,100,4,2.5,95.6,4,20,Well Organized,5,10,100,5,5,
610220,WATERS,Network 2,4.1,Level 1+,Good Standing,66,100,3,18.75,88,100,4,18.75,65.4,100,4,10,,,,,73,100,5,1.25,,,,,,,,,,,,,83,100,5,1.25,,,,,,,,,96,100,5,5,91,100,5,5,93,99,5,2.5,88,100,4,2.5,95.5,4,20,Well Organized,5,10,99.9,5,5,
610221,WEBSTER,Network 5,4.1,Level 1+,Good Standing,96,100,5,18.75,84,100,4,18.75,65.4,100,4,10,96,100,5,1.25,,,,,,,,,,,,,84,100,5,1.25,,,,,,,,,,,,,77,100,4,5,59,100,3,5,28,100,2,2.5,21,100,2,2.5,95.7,4,20,Organized,4,10,99.6,5,5,
610223,WENTWORTH,Network 11,2.8,Level 2,Provisional Support,50,99,3,17.5,55,99,3,17.5,50.8,99,3,10,52,99,4,1.25,,,,,,,,,85,99,5,1.25,53,99,4,1.25,,,,,,,,,24,99,2,1.25,19,99,2,5,18,99,2,5,1,98,1,2.5,1,98,1,2.5,94.7,3,20,Partially Organized,2,10,99.7,5,5,
610225,WHISTLER,Network 13,3.3,Level 2+,Good Standing,36,97,2,18.75,23,97,2,18.75,51.5,97,3,10,38,97,3,1.25,,,,,,,,,,,,,22,97,2,1.25,,,,,,,,,,,,,88,97,4,5,67,97,3,5,95,95,5,2.5,97,95,5,2.5,95.6,4,20,Well Organized,5,10,100,5,5,
610226,SANDOVAL,Network 8,4.4,Level 1+,Good Standing,83,100,4,17.5,90,100,5,17.5,67.4,100,4,10,,,,,85,100,5,1.25,90,100,5,1.25,,,,,,,,,91,100,5,1.25,76,100,5,1.25,,,,,58,100,3,5,69,100,3,5,22,99,2,2.5,35,98,2,2.5,96.1,5,20,Well Organized,5,10,100,5,5,
610227,WHITNEY,Network 7,3.3,Level 2+,Good Standing,81,100,4,17.5,63,100,3,17.5,62.3,100,4,10,,,,,79,100,5,1.25,97,100,5,1.25,,,,,,,,,63,100,4,1.25,69,100,4,1.25,,,,,56,100,3,5,62,100,3,5,34,98,2,2.5,40,98,3,2.5,94.5,3,20,Partially Organized,2,10,100,5,5,
610228,WHITTIER,Network 7,4,Level 1+,Good Standing,87,100,4,17.5,78,100,4,17.5,64.4,100,4,10,,,,,89,100,5,1.25,73,100,5,1.25,,,,,,,,,78,100,5,1.25,73,100,5,1.25,,,,,41,100,3,5,32,100,2,5,89,100,4,2.5,41,100,3,2.5,95.6,4,20,Well Organized,5,10,99.8,5,5,
610229,PRITZKER,Network 6,4.2,Level 1+,Good Standing,83,100,4,16.25,72,100,4,16.25,65,100,4,10,64,100,4,1.25,89,100,5,1.25,,,,,87,100,5,1.25,66,100,4,1.25,72,100,5,1.25,,,,,37,100,3,1.25,95,100,5,5,92,100,5,5,94,100,5,2.5,89,100,4,2.5,95.5,4,20,Organized,4,10,99.9,5,5,
610230,WILDWOOD,Network 1,4.5,Level 1+,Good Standing,70,100,4,17.5,82,100,4,17.5,65.9,100,4,10,,,,,85,100,5,1.25,,,,,56,100,4,1.25,,,,,78,100,5,1.25,,,,,11,100,2,1.25,96,100,5,5,95,100,5,5,92,100,5,2.5,91,100,5,2.5,96.7,5,20,Well Organized,5,10,100,5,5,
610231,NATIONAL TEACHERS,AUSL,4.1,Level 1+,Good Standing,66,100,3,17.5,70,100,4,17.5,60.5,100,4,10,68,100,4,1.25,,,,,,,,,58,100,4,1.25,60,100,4,1.25,,,,,,,,,27,100,2,1.25,75,100,4,5,70,100,4,5,61,100,3,2.5,41,100,3,2.5,96.6,5,20,Well Organized,5,10,99.3,5,5,
610234,YATES,Network 5,2.5,Level 2,Intensive Support,25,100,2,16.25,24,100,2,16.25,44.1,100,2,10,15,100,2,1.25,30,100,3,1.25,,,,,8,100,1,1.25,4,100,1,1.25,37,100,3,1.25,,,,,16,100,2,1.25,15,100,2,5,14,100,2,5,7,95,1,2.5,5,95,1,2.5,95.2,4,20,Partially Organized,2,10,99.8,5,5,
610235,YOUNG ES,Network 3,3.5,Level 1,Good Standing,54,100,3,16.25,70,100,4,16.25,52.9,100,3,10,54,100,4,1.25,25,100,2,1.25,,,,,73,100,5,1.25,70,100,5,1.25,45,100,3,1.25,,,,,76,100,5,1.25,37,100,2,5,24,100,2,5,54,99,3,2.5,44,99,3,2.5,95.9,4,20,Organized,4,10,99.8,5,5,
610237,BEETHOVEN,Network 9,2.4,Level 2,Intensive Support,60,98,3,18.75,37,98,2,18.75,50.8,98,3,10,58,98,4,1.25,,,,,,,,,,,,,35,98,3,1.25,,,,,,,,,,,,,25,98,2,5,8,98,1,5,7,100,1,2.5,2,100,1,2.5,93,2,20,Partially Organized,2,10,99.7,5,5,
610238,BOND,Network 11,2.1,Level 2,Provisional Support,4,95,1,18.75,22,95,2,18.75,43.4,95,2,10,4,95,1,1.25,,,,,,,,,,,,,23,95,2,1.25,,,,,,,,,,,,,12,95,2,5,13,95,2,5,2,95,1,2.5,3,95,1,2.5,94.8,3,20,Partially Organized,2,10,99.9,5,5,
610239,DALEY,Network 8,2.7,Level 2,Provisional Support,64,100,3,17.5,40,100,3,17.5,50.6,100,3,10,,,,,66,100,4,1.25,81,100,5,1.25,,,,,,,,,40,100,3,1.25,20,100,2,1.25,,,,,38,100,2,5,26,100,2,5,7,100,1,2.5,2,100,1,2.5,94.7,3,20,Not Yet Organized,1,10,99.7,5,5,
610242,BRENNEMANN,ISP,4,Level 1+,Good Standing,78,100,4,17.5,65,100,3,17.5,58.5,100,3,10,81,100,5,1.25,83,100,5,1.25,,,,,,,,,53,100,4,1.25,89,100,5,1.25,,,,,,,,,69,100,3,5,63,100,3,5,67,100,3,2.5,73,100,4,2.5,98.5,5,20,Well Organized,5,10,100,5,5,
610246,BEASLEY,Network 9,3.2,Level 2+,Good Standing,42,100,3,17.5,35,100,2,17.5,50.5,100,3,10,44,100,3,1.25,,,,,,,,,3,100,1,1.25,34,100,3,1.25,,,,,,,,,4,100,1,1.25,58,100,3,5,36,100,2,5,41,100,3,2.5,44,100,3,2.5,95.6,4,20,Well Organized,5,10,99.5,5,5,
610248,CHICAGO ACADEMY ES,AUSL,4,Level 1+,Good Standing,64,100,3,16.25,85,100,4,16.25,63.1,100,4,10,,,,,64,100,4,1.25,58,100,4,1.25,27,100,2,1.25,,,,,77,100,5,1.25,61,100,4,1.25,14,100,2,1.25,76,100,4,5,82,100,4,5,70,100,4,2.5,65,100,3,2.5,96.9,5,20,Organized,4,10,100,5,5,
610249,TALMAN,ISP,4.2,Level 1+,Good Standing,60,100,3,17.5,73,100,4,17.5,60.1,100,4,10,,,,,60,100,4,1.25,91,100,5,1.25,,,,,,,,,73,100,5,1.25,57,100,4,1.25,,,,,67,100,3,5,82,100,4,5,91,100,5,2.5,98,100,5,2.5,96.9,5,20,Well Organized,5,10,100,5,5,
610250,SALAZAR,ISP,4.4,Level 1+,Good Standing,79,100,4,16.25,75,100,4,16.25,64.6,100,4,10,83,100,5,1.25,73,100,5,1.25,,,,,88,100,5,1.25,83,100,5,1.25,61,100,4,1.25,,,,,90,100,5,1.25,81,100,4,5,84,100,4,5,90,95,5,2.5,75,100,4,2.5,96.3,5,20,Well Organized,5,10,99.4,5,5,
610251,CATHER,Network 5,3.6,Level 1,Good Standing,98,100,5,17.5,78,100,4,17.5,60.3,100,4,10,98,100,5,1.25,,,,,,,,,99,100,5,1.25,77,100,5,1.25,,,,,,,,,99,100,5,1.25,51,100,3,5,32,100,2,5,4,100,1,2.5,4,100,1,2.5,93.6,2,20,Organized,4,10,99.8,5,5,
610252,DETT,Network 6,1.9,Level 3,Intensive Support,34,99,2,17.5,4,99,1,17.5,37.9,99,1,10,27,99,2,1.25,,,,,,,,,24,99,2,1.25,4,99,1,1.25,,,,,,,,,1,99,1,1.25,4,99,1,5,2,99,1,5,7,95,1,2.5,2,95,1,2.5,94.6,3,20,Partially Organized,2,10,99.7,5,5,
610254,DVORAK,AUSL,3.8,Level 1,Intensive Support,81,100,4,17.5,69,100,3,17.5,58.7,100,3,10,81,100,5,1.25,,,,,,,,,93,100,5,1.25,69,100,4,1.25,,,,,,,,,80,100,5,1.25,22,100,2,5,28,100,2,5,33,100,2,2.5,46,100,3,2.5,96.2,5,20,Well Organized,5,10,99.7,5,5,
610256,ROBINSON,Network 9,4.5,Level 1+,Good Standing,99,100,5,12.5,99,100,5,12.5,89.3,100,5,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,64,100,3,2.5,98,100,5,2.5,93,100,5,5,52,100,3,5,95.4,4,35,Well Organized,5,10,100,5,5,
610257,MORTON,AUSL,4.4,Level 1+,Good Standing,95,100,5,17.5,70,100,4,17.5,67.3,100,4,10,95,100,5,1.25,,,,,,,,,90,100,5,1.25,76,100,5,1.25,,,,,,,,,90,100,5,1.25,63,100,3,5,59,100,3,5,14,100,2,2.5,21,100,2,2.5,96.4,5,20,Well Organized,5,10,99.9,5,5,
610263,DULLES,AUSL,2.9,Level 2,Provisional Support,22,98,2,17.5,34,98,2,17.5,44.3,98,2,10,24,98,2,1.25,,,,,,,,,1,99,1,1.25,32,98,3,1.25,,,,,,,,,42,99,3,1.25,7,98,1,5,12,98,2,5,1,100,1,2.5,5,100,1,2.5,96.7,5,20,Organized,4,10,100,5,5,
610268,ASHE,Network 12,3,Level 2+,Good Standing,29,100,2,17.5,35,100,2,17.5,45.9,100,2,10,27,100,2,1.25,,,,,,,,,4,100,1,1.25,37,100,3,1.25,,,,,,,,,1,100,1,1.25,19,100,2,5,17,100,2,5,12,100,2,2.5,7,100,1,2.5,96.4,5,20,Well Organized,5,10,99.2,5,5,
